city,state,median_sale_price
Lazy Acres,Colorado,1365000.0
Lazy Mountain,Alaska,485000.0
Lazy Y U,Arizona,798607.0
Le Center,Minnesota,260000.0
Le Claire,Iowa,342375.0
Le Grand,California,230000.0
Le Grand,Iowa,163125.0
Le Roy,Illinois,169000.0
Le Roy,Minnesota,119250.0
Le Roy,New York,190000.0
Le Sueur,Minnesota,271475.0
Lea Hill,Washington,672500.0
Leachville,Arkansas,125000.0
Lead,South Dakota,210000.0
Lead Hill,Arkansas,187500.0
Leadington,Missouri,328000.0
Leadwood,Missouri,109000.0
Leaf River,Illinois,128750.0
League City,Texas,375000.0
Lealman,Florida,310500.0
Leander,Texas,458100.0
Leavenworth,Kansas,220750.0
Leavenworth,Washington,739625.0
Leavittsburg,Ohio,145000.0
Leawood,Kansas,675000.0
Leawood,Missouri,179950.0
Lebanon,Illinois,189500.0
Lebanon,Indiana,250000.0
Lebanon,Missouri,189000.0
Lebanon,New Hampshire,447500.0
Lebanon,New Jersey,361250.0
Lebanon,New York,529650.0
Lebanon,Ohio,311500.0
Lebanon,Oregon,380000.0
Lebanon,Pennsylvania,181750.0
Lebanon,Tennessee,396707.5
Lebanon,Wisconsin,161000.0
Lebanon Junction,Kentucky,189000.0
Lebanon South,Pennsylvania,258500.0
Lebec,California,306000.0
Lecanto,Florida,345950.0
Lecompte,Louisiana,171600.0
Ledbetter,Kentucky,165000.0
Ledgewood,New Jersey,495000.0
Ledyard,New York,349900.0
Lee,Illinois,142875.0
Lee,Massachusetts,386000.0
Lee Acres,New Mexico,409475.0
Lee's Summit,Missouri,333600.0
Leechburg,Pennsylvania,107000.0
Leeds,Alabama,248787.5
Leesburg,Florida,294900.0
Leesburg,Georgia,289900.0
Leesburg,Indiana,195000.0
Leesburg,New Jersey,171500.0
Leesburg,Virginia,640958.25
Leesport,Pennsylvania,248725.0
Leesville,Louisiana,151125.0
Leesylvania,Virginia,511250.0
Leeton,Missouri,170000.0
Leetonia,Ohio,149750.0
Leetsdale,Pennsylvania,116500.0
Lefors,Texas,55000.0
Legend Lake,Wisconsin,559975.0
Lehi,Utah,486463.0
Lehigh Acres,Florida,345000.0
Lehighton,Pennsylvania,217925.0
Leicester,Massachusetts,430000.0
Leicester,New York,45000.0
Leighton,Alabama,103450.0
Leilani Estates,Hawaii,353500.0
Leipsic,Delaware,299000.0
Leisure City,Florida,450000.0
Leisure Knoll,New Jersey,343750.0
Leisure Village,New Jersey,180000.0
Leisure Village East,New Jersey,302500.0
Leisure Village West,New Jersey,256250.0
Leisure World,Maryland,249500.0
Leisuretowne,New Jersey,296250.0
Leitersburg,Maryland,204950.0
Leith-Hatfield,Pennsylvania,187500.0
Leland,Illinois,281000.0
Leland,Mississippi,213250.0
Leland,North Carolina,362247.5
Leland Grove,Illinois,284250.0
Lely,Florida,302500.0
Lely Resort,Florida,612500.0
Lemay,Missouri,162750.0
Leming,Texas,344500.0
Lemmon Valley,Nevada,423500.0
Lemon Grove,California,760000.0
Lemon Hill,California,375500.0
Lemont,Illinois,514500.0
Lemont,Pennsylvania,380000.0
Lemont Furnace,Pennsylvania,86500.0
Lemoore,California,379000.0
Lemoyne,Pennsylvania,241750.0
Lena,Illinois,184750.0
Lena,Wisconsin,205000.0
Lenape Heights,Pennsylvania,233450.0
Lenexa,Kansas,473500.0
Lenhartsville,Pennsylvania,175000.0
Lennon,Michigan,177500.0
Lennox,California,725000.0
Lennox,South Dakota,290000.0
Lenoir,North Carolina,234950.0
Lenoir City,Tennessee,373000.0
Lenox,Massachusetts,705000.0
Lenox,New York,215000.0
Lenox Dale,Massachusetts,250000.0
Lenwood,California,240000.0
Leo-Cedarville,Indiana,328250.0
Leola,Pennsylvania,372500.0
Leoma,Tennessee,225000.0
Leominster,Massachusetts,431250.0
Leon,Kansas,58200.0
Leon Valley,Texas,275000.0
Leona Valley,California,714750.0
Leonard,Michigan,244000.0
Leonard,Oklahoma,539000.0
Leonard,Texas,245000.0
Leonardo,New Jersey,512500.0
Leonardtown,Maryland,558000.0
Leonia,New Jersey,700000.0
Lepanto,Arkansas,105470.0
Lerna,Illinois,117750.0
Lesage,West Virginia,262775.0
Leslie,Michigan,251750.0
Lesslie,South Carolina,339225.0
Lester Prairie,Minnesota,258875.0
Levan,Utah,460000.0
Level Green,Pennsylvania,377325.0
Level Park-Oak Park,Michigan,189000.0
Level Plains,Alabama,172000.0
Levelland,Texas,197000.0
Leverett,Massachusetts,575000.0
Levittown,New York,680000.0
Levittown,Pennsylvania,375000.0
Lewisberry,Pennsylvania,254900.0
Lewisboro,New York,865000.0
Lewisburg,Louisiana,375000.0
Lewisburg,Pennsylvania,347500.0
Lewisburg,Tennessee,249885.0
Lewisport,Kentucky,126250.0
Lewiston,Idaho,343750.0
Lewiston,Maine,310000.0
Lewiston,Minnesota,230000.0
Lewiston,New York,302750.0
Lewiston,Utah,438000.0
Lewistown,Illinois,68750.0
Lewistown,Missouri,108000.0
Lewistown,Ohio,35000.0
Lewistown,Pennsylvania,127500.0
Lewisville,Indiana,189650.0
Lewisville,North Carolina,348250.0
Lewisville,Texas,405000.0
Lewisville,Washington,833875.0
Lexington,Alabama,165000.0
Lexington,Illinois,183375.0
Lexington,Kentucky,302500.0
Lexington,Massachusetts,1498000.0
Lexington,Minnesota,307500.0
Lexington,Mississippi,55000.0
Lexington,Missouri,205000.0
Lexington,Nebraska,238750.0
Lexington,North Carolina,233490.0
Lexington,Ohio,244000.0
Lexington,Oklahoma,172250.0
Lexington,Washington,412000.0
Lexington Hills,California,975000.0
Lexington Park,Maryland,325000.0
Lexington-Fayette,Kentucky,302500.0
Liberal,Kansas,171250.0
Liberty,Illinois,175500.0
Liberty,Indiana,161000.0
Liberty,Missouri,328000.0
Liberty,North Carolina,247000.0
Liberty,Pennsylvania,118000.0
Liberty,South Carolina,242975.0
Liberty,Texas,216500.0
Liberty,Utah,1202250.0
Liberty City,Texas,263100.0
Liberty Corner,New Jersey,1612500.0
Liberty Hill,Texas,366750.0
Liberty Lake,Washington,512225.0
Liberty Township,Ohio,477450.0
Liberty Triangle,Florida,300000.0
Libertytown,Maryland,397500.0
Libertyville,Illinois,525907.25
Lidgerwood,North Dakota,78000.0
Lido Beach,New York,950000.0
Light Oak,North Carolina,190000.0
Lighthouse Point,Florida,795000.0
Ligonier,Indiana,180875.0
Ligonier,Pennsylvania,310000.0
Lihue,Hawaii,772500.0
Lilburn,Georgia,390000.0
Lilesville,North Carolina,55000.0
Lillian,Alabama,290000.0
Lillington,North Carolina,320468.5
Lilly,Pennsylvania,43000.0
Lily Lake,Illinois,566750.0
Lily Lake,Wisconsin,319250.0
Lilydale,Minnesota,630000.0
Lima,New York,241750.0
Lima,Ohio,127000.0
Lima,Pennsylvania,512450.0
Lime Lake,New York,152500.0
Lime Ridge,Pennsylvania,118000.0
Limestone,Illinois,237133.0
Limestone,New York,64000.0
Limestone,Oklahoma,483500.0
Limestone Creek,Florida,602499.5
Lincoln,Alabama,232667.5
Lincoln,Arkansas,214753.75
Lincoln,California,609000.0
Lincoln,Idaho,408250.0
Lincoln,Illinois,123300.0
Lincoln,Maine,221250.0
Lincoln,Massachusetts,1072500.0
Lincoln,Montana,337500.0
Lincoln,Nebraska,280000.0
Lincoln,New Hampshire,495000.0
Lincoln,New York,306750.0
Lincoln,North Dakota,331200.0
Lincoln,Pennsylvania,216250.0
Lincoln,Rhode Island,464975.0
Lincoln Beach,Oregon,587000.0
Lincoln City,Oregon,504900.0
Lincoln Heights,Ohio,90750.0
Lincoln Park,Colorado,255125.0
Lincoln Park,Georgia,35000.0
Lincoln Park,Michigan,150000.0
Lincoln Park,New Jersey,483500.0
Lincoln Park,New York,243750.0
Lincoln Park,Pennsylvania,270500.0
Lincoln Park,Texas,379000.0
Lincoln University,Pennsylvania,445000.0
Lincoln Village,California,422500.0
Lincoln Village,Ohio,211750.0
Lincolndale,New York,743000.0
Lincolnia,Virginia,666000.0
Lincolnshire,Illinois,593750.0
Lincolnton,Georgia,262500.0
Lincolnton,North Carolina,286250.0
Lincolnville,South Carolina,345000.0
Lincolnwood,Illinois,475500.0
Lincroft,New Jersey,887000.0
Lind,Washington,190000.0
Linda,California,414725.0
Lindale,Georgia,207500.0
Lindale,Texas,294162.5
Linden,Arizona,537287.5
Linden,California,655000.0
Linden,Indiana,159850.0
Linden,Michigan,299950.0
Linden,New Jersey,564000.0
Linden,Wisconsin,337175.0
Linden Springs,Maryland,476250.0
Lindenhurst,Illinois,334250.0
Lindenhurst,New York,615000.0
Lindenwold,New Jersey,227999.0
Lindon,Utah,701750.0
Linds Crossing,Pennsylvania,25500.0
Lindsay,California,282250.0
Lindsay,Texas,345000.0
Lindsborg,Kansas,184250.0
Lindsey,Ohio,183000.0
Lindstrom,Minnesota,370000.0
Linesville,Pennsylvania,100000.0
Linganore,Maryland,584500.0
Linglestown,Pennsylvania,292450.0
Linn,Missouri,183812.5
Linn,Texas,489000.0
Linn Valley,Kansas,225775.0
Linntown,Pennsylvania,323000.0
Lino Lakes,Minnesota,463500.0
Linthicum,Maryland,412500.0
Linton Hall,Virginia,647500.0
Linwood,Kansas,232000.0
Linwood,New Jersey,471997.0
Linwood,Pennsylvania,185000.0
Lionville,Pennsylvania,435000.0
Lipscomb,Alabama,60000.0
Lisbon,Iowa,262500.0
Lisbon,Maryland,450000.0
Lisbon,New Hampshire,299500.0
Lisbon,New York,141500.0
Lisbon,Ohio,140575.0
Lisbon Falls,Maine,338750.0
Lisle,Illinois,395000.0
Litchfield,Connecticut,593500.0
Litchfield,Michigan,129900.0
Litchfield Beach,South Carolina,513500.0
Litchfield Park,Arizona,580000.0
Lithia Springs,Georgia,285000.0
Lithonia,Georgia,280216.25
Lithopolis,Ohio,400385.0
Lititz,Pennsylvania,324375.0
Little Bitterroot Lake,Montana,999000.0
Little Canada,Minnesota,358991.0
Little Chute,Wisconsin,275000.0
Little Compton,Rhode Island,874000.0
Little Creek,Delaware,132500.0
Little Cypress,Texas,248725.0
Little Elm,Texas,451249.75
Little Falls,Maine,365000.0
Little Falls,New York,121975.0
Little Ferry,New Jersey,555000.0
Little Flock,Arkansas,536375.0
Little Mountain,South Carolina,320000.0
Little River,South Carolina,324997.5
Little River-Academy,Texas,203752.5
Little Rock,Arkansas,234000.0
Little Silver,New Jersey,890000.0
Little Valley,California,70000.0
Little Valley,New York,69000.0
Little Walnut Village,New Mexico,437500.0
Littlerock,California,467250.0
Littlestown,Pennsylvania,270000.0
Littleton,Colorado,580000.0
Littleton,Massachusetts,735000.0
Littleton,New Hampshire,343766.5
Littleton,North Carolina,295000.0
Littleton Common,Massachusetts,663500.0
Littletown,Arizona,275000.0
Littleville,Alabama,170950.0
Live Oak,California,802500.0
Live Oak,Texas,280000.0
Livermore,California,1076250.0
Livermore,Kentucky,136200.0
Livermore Falls,Maine,194250.0
Liverpool,New York,235000.0
Liverpool,Pennsylvania,183250.0
Liverpool,Texas,100000.0
Livingston,California,441250.0
Livingston,Illinois,155000.0
Livingston,Louisiana,204950.0
Livingston,New York,490000.0
Livingston,Tennessee,238000.0
Livingston,Wisconsin,215000.0
Livonia,Louisiana,159200.0
Livonia,Michigan,295000.0
Livonia,New York,231000.0
Lizton,Indiana,184000.0
Llano,California,225000.0
Llano Grande,Texas,189000.0
Llewellyn Park,New Jersey,1029999.0
Lloyd,New York,225000.0
Lloyd Harbor,New York,2131250.0
Loch Lloyd,Missouri,1259375.0
Loch Lomond,Virginia,494950.0
Lochbuie,Colorado,499920.0
Lochearn,Maryland,327500.0
Lochmoor Waterway Estates,Florida,349950.0
Lochsloy,Washington,790000.0
Lock Haven,Pennsylvania,147400.0
Lockbourne,Ohio,128450.0
Locke,New York,171300.0
Lockeford,California,617560.0
Lockhart,Florida,303750.0
Lockhart,Texas,283995.0
Lockland,Ohio,181250.0
Lockport,Illinois,322500.0
Lockport,Louisiana,152500.0
Lockport,New York,170000.0
Lockport Heights,Illinois,232000.0
Lockport Heights,Louisiana,139000.0
Lockwood,Montana,362500.0
Locust,North Carolina,407713.75
Locust Fork,Alabama,274200.0
Locust Grove,Georgia,356335.0
Locust Valley,New York,945000.0
Locustdale,Pennsylvania,67900.0
Lodi,California,509500.0
Lodi,New Jersey,626875.0
Lodi,Ohio,215000.0
Lodi,Wisconsin,391700.0
Lofall,Washington,763000.0
Log Cabin,Texas,41500.0
Log Lane Village,Colorado,222500.0
Logan,Iowa,152500.0
Logan,Ohio,200000.0
Logan,Utah,397499.75
Logan,West Virginia,72500.0
Logan Elm Village,Ohio,228250.0
Logansport,Indiana,139975.0
Logansport,Louisiana,162500.0
Loganville,Georgia,380000.0
Loganville,Pennsylvania,315000.0
Loghill Village,Colorado,1012500.0
Loleta,California,431500.0
Lolo,Montana,525000.0
Loma,Colorado,657500.0
Loma Linda,California,657500.0
Loma Linda,Missouri,410687.5
Loma Rica,California,461250.0
Lomax,Illinois,45000.0
Lombard,Illinois,360000.0
Lometa,Texas,65000.0
Lomira,Wisconsin,313000.0
Lomita,California,866000.0
Lompico,California,608000.0
Lompoc,California,555500.0
Lonaconing,Maryland,50000.0
London,Arkansas,175200.0
London,Kentucky,197750.0
London,Ohio,256667.0
Londonderry,New Hampshire,528133.0
Londontowne,Maryland,498277.25
Lone Grove,Oklahoma,227416.75
Lone Jack,Missouri,361750.0
Lone Oak,Texas,203550.0
Lone Tree,Colorado,845000.0
Lone Tree,Iowa,157750.0
Long,Oklahoma,259000.0
Long Barn,California,257000.0
Long Beach,California,862500.0
Long Beach,Indiana,1219266.5
Long Beach,Maryland,420000.0
Long Beach,Mississippi,272000.0
Long Beach,New York,830000.0
Long Branch,New Jersey,712500.0
Long Branch,Pennsylvania,150000.0
Long Branch,Virginia,847500.0
Long Creek,Illinois,152250.0
Long Grove,Illinois,902000.0
Long Grove,Iowa,305000.0
Long Hill,Connecticut,171250.0
Long Lake,Illinois,230000.0
Long Lake,Minnesota,510000.0
Long Valley,New Jersey,583750.0
Long View,North Carolina,188500.0
Longboat Key,Florida,1273750.0
Longbranch,Washington,576350.0
Longmeadow,Massachusetts,482500.0
Longmont,Colorado,530000.0
Longport,New Jersey,1432500.0
Longtown,Oklahoma,292500.0
Longview,Texas,254742.5
Longview,Washington,360000.0
Longview Heights,Washington,418750.0
Longville,Minnesota,356000.0
Longwood,Florida,381245.0
Lonoke,Arkansas,154500.0
Lonsdale,Arkansas,135000.0
Lonsdale,Minnesota,341250.0
Lookingglass,Oregon,755000.0
Lookout Mountain,Alabama,259250.0
Loomis,California,670000.0
Loon Lake,Washington,745000.0
Loop,Pennsylvania,252200.0
Lopatcong Overlook,New Jersey,340000.0
Lorain,Ohio,146250.0
Lorain,Pennsylvania,44500.0
Lorane,Pennsylvania,275000.0
Lordship,Connecticut,540000.0
Lordstown,Ohio,220000.0
Lore City,Ohio,135000.0
Lorena,Texas,262725.0
Lorenz Park,New York,335000.0
Lorenzo,Texas,113450.0
Loretto,Minnesota,408750.0
Loretto,Tennessee,203725.0
Loris,South Carolina,244225.0
Lorton,Virginia,614875.0
Los Alamitos,California,1240000.0
Los Alamos,California,930000.0
Los Alamos,New Mexico,517500.0
Los Altos,California,4100000.0
Los Altos Hills,California,5875000.0
Los Angeles,California,978750.0
Los Banos,California,468400.0
Los Fresnos,Texas,248500.0
Los Gatos,California,2025000.0
Los Indios,Texas,89500.0
Los Molinos,California,330000.0
Los Olivos,California,1812500.0
Los Osos,California,850000.0
Los Ranchos,California,2036750.0
Lost Bridge Village,Arkansas,434000.0
Lost Creek,Texas,1567500.0
Lost Hills,California,300000.0
Lost Nation,Illinois,244750.0
Lost Nation,Iowa,67500.0
Lostant,Illinois,61000.0
Lothian,Maryland,121000.0
Lott,Texas,45000.0
Loudon,New Hampshire,452000.0
Loudon,Tennessee,329000.0
Loudonville,New York,451000.0
Loudonville,Ohio,173750.0
Loudoun Valley Estates,Virginia,678000.0
Loughman,Florida,396750.0
Louisburg,Kansas,326000.0
Louisburg,North Carolina,353750.0
Louise,Texas,255000.0
Louisville,Colorado,800000.0
Louisville,Kentucky,255000.0
Louisville,Nebraska,275000.0
Louisville,New York,203750.0
Louisville,Ohio,240000.0
Louisville,Tennessee,532500.0
Louviers,Colorado,842500.0
Lovejoy,Georgia,285900.0
Loveland,Colorado,465603.5
Loveland,Ohio,337500.0
Loveland Park,Ohio,342500.0
Loves Park,Illinois,191125.0
Lovettsville,Virginia,630000.0
Loving,New Mexico,69900.0
Lovingston,Virginia,222950.0
Lovington,New Mexico,161975.0
Low Moor,Iowa,123500.0
Lowell,Arkansas,363257.5
Lowell,Indiana,300000.0
Lowell,Massachusetts,460000.0
Lowell,Michigan,292500.0
Lowell,North Carolina,298000.0
Lowell,Ohio,185900.0
Lowell,Oregon,415497.5
Lowell,Wisconsin,247500.0
Lowellville,Ohio,112000.0
Lower Allen,Pennsylvania,267275.25
Lower Berkshire Valley,New Jersey,535000.0
Lower Burrell,Pennsylvania,205000.0
Lower Grand Lagoon,Florida,473750.0
Lower Lake,California,358000.0
Lowes Island,Virginia,745000.0
Lowesville,North Carolina,472000.0
Lowgap,North Carolina,118000.0
Lowman,Idaho,435000.0
Lowry Crossing,Texas,398066.25
Loxahatchee Groves,Florida,649997.5
Loxley,Alabama,330058.0
Loyalhanna,Pennsylvania,188825.0
Loyola,California,4426250.0
Lubbock,Texas,229995.0
Lubeck,West Virginia,337000.0
Lucama,North Carolina,150000.0
Lucas,Ohio,190000.0
Lucas,Texas,1160925.0
Lucas Valley-Marinwood,California,1410000.0
Lucerne,California,270000.0
Lucerne Mines,Pennsylvania,53500.0
Lucerne Valley,California,327500.0
Luckey,Ohio,230000.0
Ludington,Michigan,262500.0
Ludlow,Illinois,135000.0
Ludlow,Kentucky,225000.0
Ludlow,Massachusetts,345750.0
Ludlow,Vermont,537725.0
Ludowici,Georgia,287450.0
Lufkin,Texas,219955.25
Lula,Georgia,300000.0
Luling,Louisiana,310250.0
Luling,Texas,255000.0
Lumber Bridge,North Carolina,279900.0
Lumberport,West Virginia,41000.0
Lumberton,North Carolina,164750.0
Lumberton,Texas,354648.75
Lummi Island,Washington,821375.0
Luna Pier,Michigan,173500.0
Lunenburg,Massachusetts,524900.0
Lusby,Maryland,363750.0
Lutcher,Louisiana,201750.0
Luther,Oklahoma,275000.0
Luthersville,Georgia,296345.0
Lutherville,Maryland,452500.0
Luttrell,Tennessee,294900.0
Lutz,Florida,558750.0
Luxemburg,Wisconsin,329900.0
Luzerne,Pennsylvania,155000.0
Lydia,Louisiana,226750.0
Lyerly,Georgia,169900.0
Lykens,Pennsylvania,148500.0
Lyle,Minnesota,176500.0
Lyman,Mississippi,238747.5
Lyman,South Carolina,302470.0
Lyman,Washington,359000.0
Lyman,Wyoming,327000.0
Lyme,New York,242000.0
Lynbrook,New York,724931.25
Lynchburg,Mississippi,270000.0
Lynchburg,Virginia,269500.0
"Lynchburg, Moore County",Tennessee,429975.0
Lyncourt,New York,170000.0
Lynd,Minnesota,505000.0
Lynden,Washington,613725.0
Lyndhurst,Ohio,210725.0
Lyndhurst,Virginia,377500.0
Lyndon,Kansas,157250.0
Lyndon,Kentucky,302500.0
Lyndonville,New York,213500.0
Lynn,Massachusetts,570000.0
Lynn Center,Illinois,150000.0
Lynn Haven,Florida,339500.0
Lynnfield,Massachusetts,1007500.0
Lynnview,Kentucky,180750.0
Lynnville,Indiana,170000.0
Lynnwood,Washington,700000.0
Lynnwood-Pricedale,Pennsylvania,120000.0
Lynwood,California,680000.0
Lynwood,Illinois,303750.0
Lyon Mountain,New York,32000.0
Lyons,Colorado,870000.0
Lyons,Georgia,153000.0
Lyons,Illinois,267000.0
Lyons,Michigan,158625.0
Lyons,New Jersey,925000.0
Lyons,New York,106000.0
Lyons,Ohio,139900.0
Lyons,Oregon,545000.0
Lyons,Pennsylvania,197750.0
Lyons,Wisconsin,444500.0
Lysander,New York,325900.0
Lytle,Texas,248150.0
Lytle Creek,California,280000.0
Maalaea,Hawaii,639000.0
Mabank,Texas,345407.5
Mabel,Minnesota,123000.0
Mableton,Georgia,382990.0
Mabton,Washington,280000.0
MacDonnell Heights,New York,331500.0
Macclenny,Florida,265500.0
Macclesfield,North Carolina,135000.0
Macedon,New York,266000.0
Macedonia,Iowa,185000.0
Macedonia,Ohio,320500.0
Maceo,Kentucky,59875.0
Machesney Park,Illinois,192500.0
Machias,New York,335000.0
Machias,Washington,804800.0
Mack,Ohio,367250.0
Mackinaw,Illinois,181750.0
Macomb,Illinois,97500.0
Macomb,New York,192250.0
Macon,Georgia,157600.0
Macon,Illinois,60000.0
Macopin,New Jersey,557500.0
Macungie,Pennsylvania,375000.0
Madeira,Ohio,463000.0
Madeira Beach,Florida,775000.0
Madera,California,385000.0
Madera Acres,California,445000.0
Madera Ranchos,California,514000.0
Madison,Alabama,365050.0
Madison,Georgia,512125.0
Madison,Illinois,78250.0
Madison,Indiana,237000.0
Madison,Maryland,133350.0
Madison,Mississippi,387000.0
Madison,Nebraska,272500.0
Madison,New Jersey,903762.5
Madison,New York,159500.0
Madison,North Carolina,205000.0
Madison,Ohio,190000.0
Madison,Virginia,967500.0
Madison,West Virginia,128125.0
Madison,Wisconsin,413500.0
Madison Center,Connecticut,883000.0
Madison Heights,Michigan,218625.0
Madison Heights,Virginia,252500.0
Madison Park,New Jersey,532500.0
Madison Place,Ohio,320000.0
Madisonville,Kentucky,189900.0
Madisonville,Louisiana,365000.0
Madrid,Iowa,249900.0
Madrid,New Mexico,373000.0
Madrid,New York,122000.0
Maeser,Utah,344750.0
Maeystown,Illinois,230000.0
Magalia,California,320250.0
Magee,Mississippi,184000.0
Maggie Valley,North Carolina,392000.0
Magna,Utah,434545.0
Magnet Cove,Arkansas,192500.0
Magnolia,Arkansas,162300.0
Magnolia,Delaware,246250.0
Magnolia,Illinois,200000.0
Magnolia,Kentucky,397500.0
Magnolia,Mississippi,115000.0
Magnolia,New Jersey,330999.5
Magnolia,Ohio,289950.0
Magnolia,Texas,282442.5
Magnolia Beach,Texas,225000.0
Magnolia Springs,Alabama,402931.0
Mahanoy City,Pennsylvania,65000.0
Mahinahina,Hawaii,1804804.0
Mahomet,Illinois,379900.0
Mahopac,New York,558750.0
Mahtomedi,Minnesota,475000.0
Maiden,North Carolina,286000.0
Maiden Rock,Wisconsin,115750.0
Maili,Hawaii,650000.0
Maine,New York,195000.0
Maine,Wisconsin,373650.0
Maineville,Ohio,327500.0
Maitland,Florida,421000.0
Maize,Kansas,330000.0
Makaha,Hawaii,325750.0
Makaha Valley,Hawaii,1492000.0
Makakilo,Hawaii,787000.0
Makanda,Illinois,146000.0
Makawao,Hawaii,999999.0
Makena,Hawaii,9750000.0
Malabar,Florida,582525.0
Malaga,New Jersey,217950.0
Malakoff,Texas,382000.0
Malcolm,Nebraska,280750.0
Malden,Illinois,121000.0
Malden,Massachusetts,685000.0
Malden,Missouri,90000.0
Malden-on-Hudson,New York,520000.0
Malibu,California,3625000.0
Mallard Bay,Oklahoma,160000.0
Malone,New York,105800.0
Malone,Washington,644000.0
Malta,Illinois,255000.0
Malta,New York,420000.0
Maltby,Washington,1214750.0
Malvern,Alabama,230000.0
Malvern,Arkansas,131225.0
Malvern,Iowa,350000.0
Malvern,Ohio,175000.0
Malvern,Pennsylvania,598525.0
Malverne,New York,751500.0
Malverne Park Oaks,New York,717153.0
Mamanasco Lake,Connecticut,790750.0
Mamaroneck,New York,827500.0
Mamers,North Carolina,445000.0
Mammoth,Arizona,125000.0
Manahawkin,New Jersey,462000.0
Manalapan,Florida,15425000.0
Manasota Key,Florida,640000.0
Manasquan,New Jersey,1050000.0
Manassas,Virginia,430975.0
Manassas Park,Virginia,456250.0
Manatee Road,Florida,252500.0
Manchaca,Texas,492749.5
Manchester,Connecticut,299125.0
Manchester,Georgia,174500.0
Manchester,Kentucky,132500.0
Manchester,Maryland,424247.5
Manchester,Massachusetts,1065000.0
Manchester,Michigan,273493.75
Manchester,Missouri,353750.0
Manchester,New Hampshire,436250.0
Manchester,New York,140000.0
Manchester,Pennsylvania,237450.0
Manchester,Tennessee,313762.5
Manchester,Vermont,470000.0
Manchester,Virginia,355000.0
Manchester,Washington,481000.0
Manchester Center,Vermont,540000.0
Mandan,North Dakota,291425.0
Mandeville,Louisiana,354725.0
Mango,Florida,305375.0
Mangonia Park,Florida,390000.0
Manhasset,New York,1594000.0
Manhasset Hills,New York,1385555.5
Manhattan,Illinois,358997.5
Manhattan,Kansas,270000.0
Manhattan,Montana,675000.0
Manhattan,New York,1280592.5
Manhattan Beach,California,2627500.0
Manhattan Beach,Minnesota,760000.0
Manheim,New York,171000.0
Manheim,Pennsylvania,279950.0
Manila,Arkansas,227450.0
Manila,California,411000.0
Manistee Lake,Michigan,191450.0
Manitou Beach-Devils Lake,Michigan,452500.0
Manitowoc,Wisconsin,199975.0
Manley,Nebraska,196250.0
Manlius,New York,338750.0
Manly,Iowa,143925.0
Mannford,Oklahoma,227495.0
Manning,Iowa,170000.0
Manning,South Carolina,179900.0
Mannington,West Virginia,91750.0
Mannsville,New York,219500.0
Manor,Pennsylvania,295000.0
Manor,Texas,350000.0
Manorhaven,New York,897500.0
Manorville,New York,540000.0
Mansfield,Georgia,324900.0
Mansfield,Illinois,186875.0
Mansfield,Louisiana,114950.0
Mansfield,Massachusetts,665000.0
Mansfield,New York,359250.0
Mansfield,Ohio,145500.0
Mansfield,Texas,482000.0
Mansfield,Washington,165000.0
Mansfield Center,Connecticut,386000.0
Mansfield Center,Massachusetts,489375.0
Manson,Washington,758785.0
Mantachie,Mississippi,162250.0
Manteca,California,596000.0
Manteno,Illinois,292500.0
Manteo,North Carolina,557000.0
Mantoloking,New Jersey,4549000.0
Manton,California,375000.0
Manton,Michigan,146625.0
Mantorville,Minnesota,290450.0
Mantua,Ohio,233000.0
Mantua,Utah,1085000.0
Mantua,Virginia,1081450.0
Manvel,Texas,475000.0
Manville,New Jersey,430000.0
Maple Bluff,Wisconsin,1227500.0
Maple City,Michigan,356000.0
Maple Glen,Pennsylvania,575000.0
Maple Grove,Michigan,822500.0
Maple Grove,Minnesota,400200.0
Maple Heights,Ohio,125000.0
Maple Heights-Lake Desire,Washington,911250.0
Maple Hill,Kansas,185000.0
Maple Lake,Minnesota,290000.0
Maple Park,Illinois,278500.0
Maple Plain,Minnesota,412582.5
Maple Rapids,Michigan,167000.0
Maple Valley,Washington,750000.0
Mapleton,Illinois,256000.0
Mapleton,Oregon,179500.0
Mapleton,Utah,750000.0
Maplewood,Minnesota,320000.0
Maplewood,Missouri,293250.0
Maplewood,Washington,783750.0
Maplewood Park,Ohio,194500.0
Maquon,Illinois,66000.0
Mar-Mac,North Carolina,239000.0
Marana,Arizona,433990.0
Marathon,Florida,890000.0
Marathon,Iowa,75000.0
Marathon,New York,169950.0
Marathon City,Wisconsin,225000.0
Marble,Minnesota,125000.0
Marble Cliff,Ohio,335000.0
Marble Hill,Missouri,121000.0
Marblehead,Massachusetts,973000.0
Marblehead,Ohio,682500.0
Marblemount,Washington,300000.0
Marbletown,New York,1200000.0
Marbury,Alabama,333500.0
Marcellus,Michigan,141000.0
Marcellus,New York,325000.0
Marco Island,Florida,935000.0
Marco Shores-Hammock Bay,Florida,425000.0
Marcola,Oregon,450000.0
Marcus Hook,Pennsylvania,169450.0
Marengo,Illinois,290000.0
Marengo,Ohio,543500.0
Margaret,Alabama,253562.5
Margate,Florida,344250.0
Margate City,New Jersey,1048750.0
Mariaville Lake,New York,495000.0
Maribel,Wisconsin,315950.0
Maricopa,Arizona,356490.0
Maricopa,California,165000.0
Mariemont,Ohio,555500.0
Marietta,Georgia,413700.0
Marietta,Ohio,169000.0
Marietta,Oklahoma,151500.0
Marietta,Pennsylvania,260100.0
Marietta-Alderwood,Washington,615500.0
Marilla,New York,330000.0
